Wall time,Step,Value
1740850814.605391,0,0.06954602152109146
1740850815.8685534,1,0.06626084446907043
1740850816.046091,2,0.0628400593996048
1740850816.235564,3,0.051338959485292435
1740850816.4261072,4,0.042237792164087296
1740850816.613696,5,0.033539652824401855
1740850816.8033872,6,0.025512894615530968
1740850816.9731545,7,0.02005580998957157
1740850817.152459,8,0.014310210943222046
1740850817.3415985,9,0.01311368029564619
1740850817.526885,10,0.013332612812519073
1740850818.6694126,11,0.012361764907836914
1740850818.858421,12,0.009986435994505882
1740850819.0456474,13,0.011014693416655064
1740850819.228828,14,0.0085587278008461
1740850819.4179065,15,0.006093040108680725
1740850819.605051,16,0.0057266950607299805
1740850819.674084,17,0.006441966164857149
1740850819.7325625,18,0.004813572391867638
1740850819.8118243,19,0.006943965330719948
1740850819.945166,20,0.0055711097083985806
1740850820.9875398,21,0.0039039920084178448
1740850821.1627717,22,0.005627953447401524
1740850821.3387156,23,0.004099132958799601
1740850821.5207598,24,0.005668294616043568
1740850821.6945913,25,0.0041960165835917
1740850821.879065,26,0.003912574611604214
1740850822.065351,27,0.005070478189736605
1740850822.2423828,28,0.005306466948240995
1740850822.4311423,29,0.003965381532907486
1740850822.6215303,30,0.0037708485033363104
1740850823.5490978,31,0.002784599317237735
1740850823.739053,32,0.003141765482723713
1740850823.929874,33,0.0041942475363612175
1740850824.1201904,34,0.003140214830636978
1740850824.3119476,35,0.0034448241349309683
1740850824.4942603,36,0.004014145582914352
1740850824.6760845,37,0.002711819251999259
1740850824.8603902,38,0.0029213798698037863
1740850825.034248,39,0.003092642640694976
1740850825.2202845,40,0.0027999847661703825
1740850826.2240155,41,0.004085130989551544
1740850826.4162323,42,0.0028589642606675625
1740850826.6138952,43,0.004320861306041479
1740850826.7928596,44,0.00369278434664011
1740850826.9733424,45,0.004772341810166836
1740850827.1445758,46,0.005347839556634426
1740850827.2648091,47,0.005905367434024811
1740850827.3303812,48,0.0039031163323670626
1740850827.3915348,49,0.003186096902936697
1740850827.4496202,50,0.00346558284945786
1740850828.6491206,51,0.003255467163398862
1740850828.8112206,52,0.0025094046723097563
1740850828.898449,53,0.0026206420734524727
1740850829.0503616,54,0.0029003312811255455
1740850829.224445,55,0.002488755388185382
1740850829.4126346,56,0.0023627777118235826
1740850829.60076,57,0.0022577065974473953
1740850829.787166,58,0.0020445086993277073
1740850829.8795788,59,0.001986530376598239
1740850829.9430869,60,0.0023022727109491825
1740850830.9724905,61,0.0015396602684631944
1740850831.1612155,62,0.0016718950355425477
1740850831.3488576,63,0.0020387056283652782
1740850831.537569,64,0.0014949343167245388
1740850831.7235475,65,0.0017405989347025752
1740850831.9063957,66,0.0019064312800765038
1740850832.0925908,67,0.0018319339724257588
1740850832.285097,68,0.0017397227929905057
1740850832.4757106,69,0.002132959431037307
1740850832.6651275,70,0.0020329279359430075
1740850833.6101217,71,0.0018434515222907066
1740850833.7933743,72,0.00185773812700063
1740850833.973761,73,0.0017581379506736994
1740850834.1582632,74,0.0021388160530477762
1740850834.3407557,75,0.0021209651604294777
1740850834.5161173,76,0.00194941193331033
1740850834.6810915,77,0.0020438579376786947
1740850834.835898,78,0.0015638541663065553
1740850834.9259524,79,0.0021359112579375505
1740850835.0719814,80,0.0017760193441063166
1740850836.098681,81,0.0021343971602618694
1740850836.2708414,82,0.0019146171398460865
1740850836.4250715,83,0.002272624522447586
1740850836.5847337,84,0.001441555330529809
1740850836.7575233,85,0.0014878949150443077
1740850836.9276836,86,0.0013749625068157911
1740850837.0726802,87,0.0015223221853375435
1740850837.1574712,88,0.0010790175292640924
1740850837.2184265,89,0.0017608599737286568
1740850837.2811162,90,0.0016028366517275572
1740850838.1083965,91,0.0011815603356808424
1740850838.2633111,92,0.0021565277129411697
1740850838.4404998,93,0.0022165931295603514
1740850838.6114507,94,0.0016306639881804585
1740850838.7708237,95,0.0012832157080993056
1740850838.8632638,96,0.0014991962816566229
1740850839.036062,97,0.001354660140350461
1740850839.1225774,98,0.0020793057046830654
1740850839.180659,99,0.0011883758706972003
1740850839.2387705,100,0.0011076278751716018
1740850840.211992,101,0.0014425413683056831
1740850840.3724039,102,0.00129751767963171
1740850840.5555615,103,0.0011445953277871013
1740850840.728111,104,0.0015553631819784641
1740850840.8977673,105,0.0011508108582347631
1740850840.9876182,106,0.0009926330531015992
1740850841.1141646,107,0.0008789134444668889
1740850841.297205,108,0.0013334737159311771
1740850841.4610484,109,0.0011647724313661456
1740850841.6224973,110,0.001292707514949143
1740850842.6310618,111,0.001256601302884519
1740850842.7964394,112,0.0010995190823450685
1740850842.9524658,113,0.0010791635140776634
1740850843.1056256,114,0.0009294796036556363
1740850843.2278461,115,0.001150590949691832
1740850843.3524313,116,0.0006979324971325696
1740850843.416196,117,0.0017901158425956964
1740850843.4784307,118,0.0009928212966769934
1740850843.537619,119,0.0007730104262009263
1740850843.5979111,120,0.002433024113997817
1740850844.386105,121,0.001220272621139884
1740850844.5673332,122,0.002024660585448146
1740850844.7229724,123,0.0008811689913272858
1740850844.780915,124,0.0015088613145053387
1740850844.8433378,125,0.0007403391064144671
1740850844.92582,126,0.0006772496271878481
1740850844.9872363,127,0.000550946977455169
1740850845.0455256,128,0.0006262831739149988
1740850845.1029181,129,0.0005012248293496668
1740850845.1605785,130,0.0008321369532495737
1740850845.8159602,131,0.0010812683030962944
1740850845.9877954,132,0.0014849257422611117
1740850846.0985518,133,0.0010184149723500013
1740850846.1568909,134,0.0009908560896292329
1740850846.2146695,135,0.0010714647360146046
1740850846.275411,136,0.0008358979830518365
1740850846.3355703,137,0.0010776611743494868
1740850846.396322,138,0.0005871498724445701
1740850846.4597256,139,0.0008147440385073423
1740850846.5221274,140,0.0008399200742132962
1740850847.1645117,141,0.00044063670793548226
1740850847.2228055,142,0.0008415008778683841
1740850847.282496,143,0.001182363135740161
1740850847.3409357,144,0.0005821725935675204
1740850847.398546,145,0.0008058810490183532
1740850847.4577546,146,0.001233291462995112
1740850847.5162609,147,0.001368007273413241
1740850847.5742662,148,0.0007598801166750491
1740850847.6394918,149,0.0005547680775634944
1740850847.6990979,150,0.0007137860520742834
1740850848.5024428,151,0.00048814190085977316
1740850848.6794183,152,0.00045631758985109627
1740850848.8462536,153,0.0007282210281118751
1740850848.958432,154,0.0007060477510094643
1740850849.015526,155,0.0005641919560730457
1740850849.0724452,156,0.000996301183477044
1740850849.1315289,157,0.0007755666738376021
1740850849.1922815,158,0.0005925357108935714
1740850849.253209,159,0.0005212498363107443
1740850849.3139749,160,0.0005914745852351189
1740850850.064265,161,0.0003551912377588451
1740850850.2535462,162,0.0011121673742309213
1740850850.4242558,163,0.00043322599958628416
1740850850.6083646,164,0.0005732766585424542
1740850850.7936172,165,0.0007406188524328172
1740850850.9900613,166,0.0006451025838032365
1740850851.1705053,167,0.0009585195803083479
1740850851.350386,168,0.0005057296366430819
1740850851.5320237,169,0.0012322408147156239
1740850851.720941,170,0.0006121866754256189
1740850852.7521148,171,0.0007110273581929505
1740850852.9225612,172,0.0017043094849213958
1740850853.1048458,173,0.0003171416756231338
1740850853.2851176,174,0.0003013807872775942
1740850853.4710042,175,0.0004695241223089397
1740850853.644219,176,0.001090852078050375
1740850853.8353822,177,0.0009607146494090557
1740850854.0009253,178,0.000374452123651281
1740850854.1897793,179,0.0002891590411309153
1740850854.376095,180,0.0006454469985328615
1740850855.5035563,181,0.0015976540744304657
1740850855.6896672,182,0.0005117699620313942
1740850855.8699973,183,0.000815474078990519
1740850856.0526266,184,0.0008198541472665966
1740850856.2255855,185,0.0011959488037973642
1740850856.396933,186,0.00041171759949065745
1740850856.5772102,187,0.0006730836466886103
1740850856.7224607,188,0.0002970258647110313
1740850856.894852,189,0.0004051279975101352
1740850857.0857215,190,0.00045475506340153515
1740850858.2495944,191,0.0002738020266406238
1740850858.437124,192,0.0006724228733219206
1740850858.628958,193,0.0009705962729640305
1740850858.8179672,194,0.00025799553259275854
1740850858.939801,195,0.0004786265199072659
1740850859.0725803,196,0.00014200119767338037
1740850859.20533,197,0.00028686539735645056
1740850859.3832998,198,0.0003918736183550209
1740850859.5572505,199,0.00011191543308086693
1740850859.7389832,200,0.0004345678607933223
1740850860.640252,201,0.00023924297420307994
1740850860.826863,202,0.00019686394080054015
1740850861.0165389,203,0.0002350080612814054
1740850861.2024162,204,0.00019864918431267142
1740850861.3887305,205,0.0004773068940266967
1740850861.559216,206,0.0003141462802886963
1740850861.729066,207,0.0003413798112887889
1740850861.9199493,208,0.0002082628197968006
1740850862.110978,209,0.00038387818494811654
1740850862.3018303,210,0.00010306873446097597
1740850863.1552024,211,0.00037396352854557335
1740850863.2548795,212,0.0008056728402152658
1740850863.3145442,213,0.00011977889516856521
1740850863.3740838,214,0.000408273161156103
1740850863.4322553,215,0.0004147214349359274
1740850863.4899879,216,0.0005002815159969032
1740850863.548499,217,0.0007460989290848374
1740850863.6051197,218,0.0004944644751958549
1740850863.663321,219,0.0004939200007356703
1740850863.7195492,220,0.0004652032512240112
1740850864.7167058,221,0.0003894797118846327
1740850864.9049206,222,0.0009082146571017802
